county_type,state,county,violent_crime,murder_and_nonnegligent_manslaughter,forcible_rape,robbery,aggravated_assault,property_crime,burglary,larceny_theft,motor_vehicle_theft,arson,county_state
Nonmetropolitan,idaho,minidoka,15,0,3,1,11,168,32,126,10,1,minidoka_idaho
Metropolitan,idaho,nez perce,3,0,0,1,2,123,29,87,7,0,nez perce_idaho
Nonmetropolitan,idaho,oneida,0,0,0,0,0,29,7,21,1,0,oneida_idaho
Metropolitan,idaho,owyhee,9,0,1,0,8,122,24,93,5,0,owyhee_idaho
Nonmetropolitan,idaho,payette,20,0,1,1,18,119,45,63,11,0,payette_idaho
Metropolitan,idaho,power,2,0,0,0,2,50,13,35,2,0,power_idaho
Nonmetropolitan,idaho,shoshone,25,0,7,1,17,125,31,84,10,2,shoshone_idaho
Nonmetropolitan,idaho,teton,7,0,0,0,7,45,10,35,0,0,teton_idaho
Nonmetropolitan,idaho,twin falls,34,1,4,0,29,280,150,110,20,0,twin falls_idaho
Nonmetropolitan,idaho,valley,12,0,4,0,8,69,27,40,2,1,valley_idaho
Nonmetropolitan,idaho,washington,9,0,0,0,9,29,21,8,0,0,washington_idaho
Nonmetropolitan,illinois,adams,25,0,7,0,18,275,63,200,12,2,adams_illinois
Metropolitan,illinois,alexander,8,0,3,0,5,84,23,52,9,1,alexander_illinois
Metropolitan,illinois,bond,2,0,0,0,2,139,42,93,4,0,bond_illinois
Nonmetropolitan,illinois,bureau,14,0,2,2,10,159,40,116,3,1,bureau_illinois
Nonmetropolitan,illinois,carroll,0,0,0,0,0,69,12,57,0,0,carroll_illinois
Nonmetropolitan,illinois,cass,6,0,1,0,5,49,9,40,0,0,cass_illinois
Metropolitan,illinois,champaign,126,3,11,15,97,618,216,382,20,5,champaign_illinois
Nonmetropolitan,illinois,clay,6,1,1,0,4,59,20,35,4,2,clay_illinois
Metropolitan,illinois,clinton,10,0,1,2,7,110,11,97,2,0,clinton_illinois
Nonmetropolitan,illinois,coles,13,0,2,1,10,91,29,58,4,0,coles_illinois
Metropolitan,illinois,cook,313,2,36,33,242,1279,395,776,108,16,cook_illinois
Nonmetropolitan,illinois,crawford,2,0,1,0,1,58,18,37,3,0,crawford_illinois
Nonmetropolitan,illinois,cumberland,7,1,0,0,6,52,20,31,1,0,cumberland_illinois
Metropolitan,illinois,de kalb,28,0,6,2,20,310,69,228,13,2,de kalb_illinois
Nonmetropolitan,illinois,de witt,20,0,6,3,11,84,23,59,2,0,de witt_illinois
Nonmetropolitan,illinois,douglas,5,0,2,0,3,45,13,29,3,0,douglas_illinois
Nonmetropolitan,illinois,edgar,21,0,2,0,19,74,40,31,3,2,edgar_illinois
Nonmetropolitan,illinois,effingham,15,0,0,0,15,122,25,93,4,0,effingham_illinois
Nonmetropolitan,illinois,fayette,4,0,0,1,3,107,24,77,6,0,fayette_illinois
Metropolitan,illinois,ford,25,0,3,0,22,129,42,84,3,0,ford_illinois
Nonmetropolitan,illinois,franklin,5,0,0,0,5,345,148,180,17,2,franklin_illinois
Nonmetropolitan,illinois,fulton,10,0,0,0,10,170,43,121,6,0,fulton_illinois
Nonmetropolitan,illinois,greene,1,0,0,0,1,46,19,25,2,1,greene_illinois
Metropolitan,illinois,grundy,13,0,2,2,9,232,78,141,13,3,grundy_illinois
Nonmetropolitan,illinois,hamilton,3,0,0,0,3,83,31,50,2,0,hamilton_illinois
Metropolitan,illinois,henry,5,0,1,0,4,120,40,77,3,0,henry_illinois
Nonmetropolitan,illinois,iroquois,10,0,4,0,6,223,92,126,5,0,iroquois_illinois
Nonmetropolitan,illinois,jackson,36,0,5,7,24,319,146,161,12,1,jackson_illinois
Nonmetropolitan,illinois,jefferson,40,0,6,2,32,255,109,139,7,4,jefferson_illinois
Metropolitan,illinois,jersey,42,0,8,2,32,149,49,95,5,1,jersey_illinois
Nonmetropolitan,illinois,jo daviess,3,0,3,0,0,131,21,107,3,0,jo daviess_illinois
Nonmetropolitan,illinois,johnson,28,0,0,0,28,112,30,76,6,1,johnson_illinois
Metropolitan,illinois,kane,75,1,12,2,60,692,241,420,31,7,kane_illinois
Metropolitan,illinois,kankakee,56,0,10,8,38,522,154,348,20,9,kankakee_illinois
Metropolitan,illinois,kendall,44,0,9,3,32,311,88,216,7,5,kendall_illinois
Nonmetropolitan,illinois,knox,13,0,4,0,9,212,58,143,11,0,knox_illinois
Nonmetropolitan,illinois,la salle,31,0,16,1,14,472,163,292,17,4,la salle_illinois
Metropolitan,illinois,lake,61,1,9,16,35,1795,569,1154,72,5,lake_illinois
Nonmetropolitan,illinois,lee,6,0,1,1,4,187,80,105,2,2,lee_illinois
Nonmetropolitan,illinois,livingston,16,4,3,0,9,164,30,130,4,68,livingston_illinois
Nonmetropolitan,illinois,logan,20,0,5,1,14,195,89,101,5,1,logan_illinois
Metropolitan,illinois,macon,69,0,17,3,49,376,118,247,11,4,macon_illinois
Metropolitan,illinois,macoupin,7,0,0,0,7,233,73,154,6,1,macoupin_illinois
Metropolitan,illinois,madison,79,3,5,4,67,882,313,548,21,2,madison_illinois
Nonmetropolitan,illinois,marion,17,1,6,2,8,266,82,165,19,1,marion_illinois
Metropolitan,illinois,marshall,2,0,0,0,2,80,41,31,8,1,marshall_illinois
Nonmetropolitan,illinois,mason,23,2,5,0,16,118,29,86,3,1,mason_illinois
Nonmetropolitan,illinois,massac,13,0,4,0,9,111,36,73,2,0,massac_illinois
Nonmetropolitan,illinois,mcdonough,4,0,1,0,3,71,20,50,1,1,mcdonough_illinois
Metropolitan,illinois,mchenry,83,4,12,3,64,616,165,425,26,2,mchenry_illinois
Metropolitan,illinois,mclean,40,1,7,3,29,260,96,153,11,0,mclean_illinois
Metropolitan,illinois,menard,1,0,1,0,0,41,14,23,4,0,menard_illinois
Metropolitan,illinois,monroe,4,0,1,0,3,65,28,33,4,1,monroe_illinois
Nonmetropolitan,illinois,montgomery,86,0,1,2,83,137,59,78,0,3,montgomery_illinois
Nonmetropolitan,illinois,morgan,13,0,6,0,7,92,47,44,1,3,morgan_illinois
Nonmetropolitan,illinois,moultrie,4,0,0,0,4,42,17,25,0,0,moultrie_illinois
Nonmetropolitan,illinois,ogle,15,0,3,0,12,222,64,149,9,1,ogle_illinois
Metropolitan,illinois,peoria,142,3,20,12,107,825,225,566,34,3,peoria_illinois
Nonmetropolitan,illinois,perry,8,0,3,0,5,74,27,47,0,1,perry_illinois
Metropolitan,illinois,piatt,19,1,5,0,13,108,44,60,4,0,piatt_illinois
Nonmetropolitan,illinois,pike,5,0,1,0,4,9,1,7,1,0,pike_illinois
Nonmetropolitan,illinois,pulaski,44,0,4,1,39,74,31,38,5,0,pulaski_illinois
Nonmetropolitan,illinois,putnam,2,0,0,0,2,45,15,29,1,0,putnam_illinois
Metropolitan,illinois,rock island,57,0,14,2,41,390,117,254,19,1,rock island_illinois
Metropolitan,illinois,sangamon,119,0,24,19,76,823,292,499,32,4,sangamon_illinois
Nonmetropolitan,illinois,schuyler,3,0,0,0,3,3,0,3,0,0,schuyler_illinois
Nonmetropolitan,illinois,scott,2,0,1,0,1,29,13,15,1,0,scott_illinois
Nonmetropolitan,illinois,shelby,16,0,0,0,16,104,44,60,0,1,shelby_illinois
Metropolitan,illinois,stark,2,0,0,0,2,102,28,68,6,0,stark_illinois
Nonmetropolitan,illinois,stephenson,11,0,2,0,9,181,46,130,5,1,stephenson_illinois
Metropolitan,illinois,tazewell,3,0,0,1,2,221,69,146,6,0,tazewell_illinois
Nonmetropolitan,illinois,union,7,0,1,0,6,96,15,74,7,0,union_illinois
Metropolitan,illinois,vermilion,69,0,13,5,51,627,229,363,35,0,vermilion_illinois
Nonmetropolitan,illinois,wabash,3,0,1,0,2,65,35,25,5,2,wabash_illinois
Nonmetropolitan,illinois,warren,7,0,1,0,6,95,39,51,5,1,warren_illinois
Nonmetropolitan,illinois,washington,25,0,0,0,25,33,10,23,0,1,washington_illinois
Nonmetropolitan,illinois,wayne,25,0,0,0,25,141,57,78,6,0,wayne_illinois
Nonmetropolitan,illinois,white,14,0,1,0,13,187,55,125,7,0,white_illinois
Nonmetropolitan,illinois,whiteside,15,0,0,2,13,234,78,152,4,0,whiteside_illinois
Metropolitan,illinois,will,134,6,13,14,101,1362,527,730,105,16,will_illinois
Nonmetropolitan,illinois,williamson,28,1,7,1,19,366,145,202,19,2,williamson_illinois
Metropolitan,illinois,winnebago,93,4,20,13,56,1039,367,606,66,6,winnebago_illinois
Metropolitan,illinois,woodford,7,0,2,0,5,181,68,105,8,1,woodford_illinois
Metropolitan,indiana,allen,71,2,9,15,45,938,169,711,58,1,allen_indiana
Metropolitan,indiana,bartholomew,40,0,6,4,30,587,114,414,59,0,bartholomew_indiana
Nonmetropolitan,indiana,blackford,11,0,0,2,9,42,12,25,5,1,blackford_indiana
Metropolitan,indiana,boone,0,0,0,0,0,171,39,132,0,2,boone_indiana
Metropolitan,indiana,brown,2,0,0,0,2,128,43,73,12,1,brown_indiana
Metropolitan,indiana,carroll,10,0,0,0,10,221,86,114,21,1,carroll_indiana
Nonmetropolitan,indiana,cass,5,1,1,1,2,296,64,231,1,1,cass_indiana
Metropolitan,indiana,clark,57,1,5,1,50,651,270,355,26,1,clark_indiana
Nonmetropolitan,indiana,clark,57,1,5,1,50,651,270,355,26,1,clark_indiana
Nonmetropolitan,indiana,clinton,21,0,2,8,11,428,118,286,24,0,clinton_indiana
Nonmetropolitan,indiana,crawford,6,0,0,0,6,128,106,19,3,0,crawford_indiana
Nonmetropolitan,indiana,daviess,2,1,0,0,1,133,33,76,24,3,daviess_indiana
Metropolitan,indiana,dearborn,0,0,0,0,0,19,17,2,0,0,dearborn_indiana
Metropolitan,indiana,delaware,53,1,8,6,38,525,149,336,40,2,delaware_indiana
Metropolitan,indiana,elkhart,37,1,16,13,7,1479,532,828,119,9,elkhart_indiana
Metropolitan,indiana,floyd,0,0,0,0,0,726,183,500,43,0,floyd_indiana
Metropolitan,indiana,franklin,6,0,0,0,6,189,110,79,0,2,franklin_indiana
Nonmetropolitan,indiana,fulton,11,1,2,0,8,146,56,80,10,1,fulton_indiana
Metropolitan,indiana,gibson,12,0,1,0,11,184,28,152,4,2,gibson_indiana
Nonmetropolitan,indiana,grant,6,0,2,1,3,322,105,194,23,2,grant_indiana
